1.000000000000000000e+00,2.935831785202026367e+00,3.174596726894378662e-01,6.229709386825561523e-01,1.637116551399230957e+00,6.307870149612426758e-01,1.973219394683837891e+00,-1.835911631584167480e+00,-1.278888344764709473e+00,0.000000000000000000e+00,1.090324282646179199e+00,6.411669254302978516e-01,-5.367236137390136719e-01,2.214872121810913086e+00,4.401070773601531982e-01,3.224009275436401367e-01,9.479481577873229980e-01,0.000000000000000000e+00,5.761447548866271973e-01,1.622711777687072754e+00,-1.073621362447738647e-01,0.000000000000000000e+00,6.675305962562561035e-01,7.238201498985290527e-01,9.665026664733886719e-01,6.741520762443542480e-01,9.479641914367675781e-01,9.773620367050170898e-01,8.238236308097839355e-01
0.000000000000000000e+00,3.607475042343139648e+00,3.622622191905975342e-01,-1.225932359695434570e+00,8.173823356628417969e-01,-1.149310350418090820e+00,1.174587726593017578e+00,1.024862527847290039e+00,4.569661617279052734e-01,2.173076152801513672e+00,9.914900660514831543e-01,2.158452272415161133e+00,1.136395931243896484e-01,0.000000000000000000e+00,8.891708254814147949e-01,2.328589200973510742e+00,6.761279106140136719e-01,0.000000000000000000e+00,5.242990255355834961e-01,8.207030892372131348e-01,-2.716161012649536133e-01,0.000000000000000000e+00,8.671332001686096191e-01,9.494999051094055176e-01,9.633780717849731445e-01,9.336982965469360352e-01,1.418082594871520996e+00,1.336397767066955566e+00,1.270548939704895020e+00
0.000000000000000000e+00,1.255625367164611816e+00,-7.003377079963684082e-01,-1.661498427391052246e+00,7.342465519905090332e-01,-9.645767211914062500e-01,1.582239866256713867e+00,-6.248605251312255859e-01,-7.078817486763000488e-01,0.000000000000000000e+00,1.282327055931091309e+00,-8.256073594093322754e-01,1.517359018325805664e+00,2.214872121810913086e+00,1.654528617858886719e+00,-5.050151348114013672e-01,7.260540127754211426e-01,2.548224449157714844e+00,3.030662536621093750e+00,-1.286339759826660156e+00,4.359994530677795410e-01,0.000000000000000000e+00,3.276407003402709961e+00,2.215147256851196289e+00,9.891644120216369629e-01,7.606521248817443848e-01,1.038073658943176270e+00,1.561265826225280762e+00,1.281097531318664551e+00
1.000000000000000000e+00,4.800328314304351807e-01,-2.035648822784423828e+00,-1.018414258956909180e+00,3.639304339885711670e-01,1.440901868045330048e-02,1.367695808410644531e+00,-6.664501428604125977e-01,1.075649023056030273e+00,2.173076152801513672e+00,8.736443519592285156e-01,7.777016609907150269e-02,-1.056047081947326660e+00,2.214872121810913086e+00,1.014213204383850098e+00,-2.055433094501495361e-01,-4.395479857921600342e-01,0.000000000000000000e+00,4.084372222423553467e-01,9.031704813241958618e-02,-2.011422663927078247e-01,0.000000000000000000e+00,1.926900595426559448e-01,1.181546211242675781e+00,9.852451682090759277e-01,7.769019603729248047e-01,1.632441639900207520e+00,9.442722201347351074e-01,7.979652285575866699e-01
0.000000000000000000e+00,3.069062471389770508e+00,3.793062642216682434e-02,-4.185580834746360779e-02,2.970860958099365234e+00,-1.568459123373031616e-01,4.101987838745117188e+00,-1.203154802322387695e+00,1.550194263458251953e+00,0.000000000000000000e+00,8.134624958038330078e-01,-1.610477209091186523e+00,-8.968108892440795898e-01,0.000000000000000000e+00,1.554424524307250977e+00,1.017830967903137207e+00,-2.903236448764801025e-01,2.548224449157714844e+00,6.053535938262939453e-01,-1.076468348503112793e+00,1.245616078376770020e+00,3.101961374282836914e+00,6.992744207382202148e-01,6.901340484619140625e-01,9.664695262908935547e-01,9.737081527709960938e-01,1.341515183448791504e+00,1.601217508316040039e+00,1.737094759941101074e+00
1.000000000000000000e+00,3.008669614791870117e-01,2.892145514488220215e-01,3.388819992542266846e-01,1.569088578224182129e+00,-5.093555450439453125e-01,2.223307132720947266e+00,-3.525472879409790039e-01,1.019102811813354492e+00,0.000000000000000000e+00,9.780184030532836914e-01,3.600109741091728210e-02,-6.504665017127990723e-01,2.214872121810913086e+00,1.456779003143310547e+00,-9.392037391662597656e-01,-7.773840427398681641e-01,2.548224449157714844e+00,1.316102504730224609e+00,-1.404600739479064941e+00,1.488112688064575195e+00,0.000000000000000000e+00,8.663156032562255859e-01,9.001756310462951660e-01,9.783684015274047852e-01,9.524788260459899902e-01,7.253495454788208008e-01,1.164036154747009277e+00,1.349856376647949219e+00
0.000000000000000000e+00,1.046445965766906738e+00,1.633291602134704590e+00,-1.148806691169738770e+00,1.238595008850097656e+00,8.661760687828063965e-01,6.996043324470520020e-01,-2.612251996994018555e+00,1.133303999900817871e+00,0.000000000000000000e+00,9.267756342887878418e-01,2.064229249954223633e+00,-5.339494347572326660e-01,0.000000000000000000e+00,1.139782547950744629e+00,2.723372280597686768e-01,-1.577867150306701660e+00,2.548224449157714844e+00,1.591152667999267578e+00,6.849528551101684570e-01,-4.798664897680282593e-02,3.101961374282836914e+00,9.330040931701660156e+00,4.961492061614990234e+00,1.530035495758056641e+00,1.061427354812622070e+00,1.046401262283325195e+00,2.958724498748779297e+00,2.648660898208618164e+00
0.000000000000000000e+00,5.105953812599182129e-01,1.413174510002136230e+00,-8.780342936515808105e-01,2.051955461502075195e+00,1.726257205009460449e+00,1.289005160331726074e+00,5.951027274131774902e-01,-1.122000098228454590e+00,2.173076152801513672e+00,1.442854046821594238e+00,-3.739185631275177002e-01,4.310022890567779541e-01,0.000000000000000000e+00,1.135040640830993652e+00,4.116052985191345215e-01,-1.516398191452026367e-01,2.548224449157714844e+00,1.151559233665466309e+00,-3.052740097045898438e-01,8.011315464973449707e-01,0.000000000000000000e+00,1.071543335914611816e+00,1.113433837890625000e+00,1.011798024177551270e+00,1.065151691436767578e+00,1.162062406539916992e+00,1.320312500000000000e+00,1.430755496025085449e+00
1.000000000000000000e+00,8.068870902061462402e-01,-1.162972807884216309e+00,-7.814884781837463379e-01,4.450527727603912354e-01,-1.554370164871215820e+00,9.759833216667175293e-01,9.139567613601684570e-01,8.832808136940002441e-01,2.173076152801513672e+00,3.822430372238159180e-01,7.101344466209411621e-01,-1.827421635389328003e-01,1.107436060905456543e+00,4.063877761363983154e-01,4.298102557659149170e-01,-1.125757813453674316e+00,0.000000000000000000e+00,6.591465473175048828e-01,-9.207303524017333984e-01,3.916064798831939697e-01,0.000000000000000000e+00,7.491993308067321777e-01,1.008073568344116211e+00,9.826315045356750488e-01,1.110284328460693359e+00,7.420725822448730469e-01,1.454670548439025879e+00,1.086935758590698242e+00
0.000000000000000000e+00,1.304854869842529297e+00,9.442082047462463379e-02,-9.268621206283569336e-01,1.057648420333862305e+00,-1.054298996925354004e+00,1.010977268218994141e+00,-1.782668381929397583e-01,-1.751242876052856445e-01,0.000000000000000000e+00,1.654120206832885742e+00,8.942665159702301025e-02,4.670661985874176025e-01,2.214872121810913086e+00,2.136257886886596680e+00,-8.108586668968200684e-01,-1.643880605697631836e+00,2.548224449157714844e+00,1.582633256912231445e+00,-2.031716585159301758e+00,1.319419503211975098e+00,0.000000000000000000e+00,9.283938407897949219e-01,9.518594741821289062e-01,1.002577781677246094e+00,9.766178727149963379e-01,2.147358179092407227e+00,1.285884141921997070e+00,1.150536656379699707e+00
